id,rodada,data,horario,dia,mandante,visitante,vencedor,arena,mandante_placar,visitante_placar,estado_mandante,estado_visitante,estado_vencedor,perdedor,turno_dia,saldo_placar,pontos_mandante,pontos_visitante,temporada
1227,15,2003-06-29,16h00,domingo,corinthians,fluminense,corinthians,pacaembu,1.0,0.0,sp,rj,sp,fluminense,tarde,1.0,3,0,temporada_2003
1228,15,2003-06-29,16h00,domingo,criciúma,paysandu,criciúma,heriberto hulse,2.0,0.0,sc,pa,sc,paysandu,tarde,2.0,3,0,temporada_2003
1229,15,2003-06-29,18h00,domingo,cruzeiro,internacional,cruzeiro,mineirão,3.0,2.0,mg,rs,mg,internacional,noite,1.0,3,0,temporada_2003
1230,15,2003-06-29,16h00,domingo,guarani,são paulo,são paulo,brinco de ouro,0.0,1.0,sp,sp,sp,guarani,tarde,-1.0,0,3,temporada_2003
1231,15,2003-06-29,16h00,domingo,vitória,athlético-pr,vitória,barradão,1.0,0.0,es,pr,es,athlético-pr,tarde,1.0,3,0,temporada_2003
1232,16,2003-07-05,16h00,sábado,são paulo,são caetano,-,morumbi,1.0,1.0,sp,sp,-,-,tarde,0.0,1,1,temporada_2003
1233,16,2003-07-05,16h00,sábado,atlético-mg,paysandu,atlético-mg,independência,3.0,2.0,mg,pa,mg,paysandu,tarde,1.0,3,0,temporada_2003
1234,16,2003-07-05,16h00,sábado,figueirense,cruzeiro,figueirense,orlando scarpelli,1.0,0.0,sc,mg,sc,cruzeiro,tarde,1.0,3,0,temporada_2003
1235,16,2003-07-05,16h00,sábado,vasco,paraná,paraná,são januário,1.0,4.0,rj,pr,pr,vasco,tarde,-3.0,0,3,temporada_2003
1236,16,2003-07-06,16h00,domingo,juventude,internacional,-,alfredo jaconi,1.0,1.0,rs,rs,-,-,tarde,0.0,1,1,temporada_2003
1237,16,2003-07-06,16h00,domingo,athlético-pr,corinthians,athlético-pr,arena da baixada,3.0,1.0,pr,sp,pr,corinthians,tarde,2.0,3,0,temporada_2003
1238,16,2003-07-06,16h00,domingo,fortaleza,criciúma,criciúma,presidente vargas,0.0,1.0,ce,sc,sc,fortaleza,tarde,-1.0,0,3,temporada_2003
1239,16,2003-07-06,18h00,domingo,fluminense,bahia,fluminense,maracanã,1.0,0.0,rj,ba,rj,bahia,noite,1.0,3,0,temporada_2003
1240,16,2003-07-06,16h00,domingo,grêmio,flamengo,grêmio,olímpico monumental,2.0,0.0,rs,rj,rs,flamengo,tarde,2.0,3,0,temporada_2003
1241,16,2003-07-06,16h00,domingo,guarani,goiás,guarani,brinco de ouro,3.0,2.0,sp,go,sp,goiás,tarde,1.0,3,0,temporada_2003
1242,16,2003-07-06,16h00,domingo,vitória,ponte preta,ponte preta,barradão,1.0,4.0,es,sp,sp,vitória,tarde,-3.0,0,3,temporada_2003
1243,16,2003-07-06,18h00,domingo,santos,coritiba,santos,vila belmiro,3.0,1.0,sp,pr,sp,coritiba,noite,2.0,3,0,temporada_2003
1244,17,2003-07-09,16h00,quarta-feira,são caetano,athlético-pr,-,anacleto campanella,0.0,0.0,sp,pr,-,-,tarde,0.0,1,1,temporada_2003
1245,17,2003-07-09,16h00,quarta-feira,corinthians,santos,-,morumbi,1.0,1.0,sp,sp,-,-,tarde,0.0,1,1,temporada_2003
1246,17,2003-07-09,20h30,quarta-feira,goiás,vitória,-,serra dourada,1.0,1.0,go,es,-,-,noite,0.0,1,1,temporada_2003
1247,17,2003-07-09,20h30,quarta-feira,bahia,guarani,bahia,fonte nova,2.0,0.0,ba,sp,ba,guarani,noite,2.0,3,0,temporada_2003
1248,17,2003-07-09,20h30,quarta-feira,cruzeiro,fortaleza,cruzeiro,mineirão,2.0,0.0,mg,ce,mg,fortaleza,noite,2.0,3,0,temporada_2003
1249,17,2003-07-09,20h30,quarta-feira,flamengo,juventude,flamengo,maracanã,2.0,1.0,rj,rs,rj,juventude,noite,1.0,3,0,temporada_2003
1250,17,2003-07-09,21h40,quarta-feira,internacional,vasco,internacional,beira rio,2.0,1.0,rs,rj,rs,vasco,noite,1.0,3,0,temporada_2003
1251,17,2003-07-09,20h30,quarta-feira,paysandu,figueirense,paysandu,mangueirão,1.0,0.0,pa,sc,pa,figueirense,noite,1.0,3,0,temporada_2003
1252,17,2003-07-09,21h40,quarta-feira,coritiba,são paulo,são paulo,couto pereira,0.0,2.0,pr,sp,sp,coritiba,noite,-2.0,0,3,temporada_2003
1253,17,2003-07-10,20h30,quinta-feira,criciúma,atlético-mg,criciúma,heriberto hulse,1.0,0.0,sc,mg,sc,atlético-mg,noite,1.0,3,0,temporada_2003
1254,17,2003-07-10,20h30,quinta-feira,paraná,grêmio,paraná,pinheirão,3.0,1.0,pr,rs,pr,grêmio,noite,2.0,3,0,temporada_2003
1255,17,2003-07-10,20h30,quinta-feira,ponte preta,fluminense,ponte preta,moisés lucarelli,3.0,0.0,sp,rj,sp,fluminense,noite,3.0,3,0,temporada_2003
1256,18,2003-07-12,16h00,sábado,athlético-pr,goiás,-,arena da baixada,0.0,0.0,pr,go,-,-,tarde,0.0,1,1,temporada_2003
1257,18,2003-07-12,16h00,sábado,fortaleza,internacional,fortaleza,castelão,3.0,0.0,ce,rs,ce,internacional,tarde,3.0,3,0,temporada_2003
1258,18,2003-07-12,18h00,sábado,vasco,paysandu,paysandu,são januário,0.0,2.0,rj,pa,pa,vasco,noite,-2.0,0,3,temporada_2003
1259,18,2003-07-13,16h00,domingo,atlético-mg,flamengo,atlético-mg,mineirão,1.0,0.0,mg,rj,mg,flamengo,tarde,1.0,3,0,temporada_2003
1260,18,2003-07-13,16h00,domingo,corinthians,coritiba,coritiba,morumbi,0.0,1.0,sp,pr,pr,corinthians,tarde,-1.0,0,3,temporada_2003
1261,18,2003-07-13,16h00,domingo,criciúma,juventude,criciúma,heriberto hulse,3.0,0.0,sc,rs,sc,juventude,tarde,3.0,3,0,temporada_2003
1262,18,2003-07-13,18h00,domingo,grêmio,cruzeiro,cruzeiro,olímpico monumental,0.0,1.0,rs,mg,mg,grêmio,noite,-1.0,0,3,temporada_2003
1263,18,2003-07-13,16h00,domingo,figueirense,paraná,figueirense,orlando scarpelli,4.0,2.0,sc,pr,sc,paraná,tarde,2.0,3,0,temporada_2003
1264,18,2003-07-13,16h00,domingo,são caetano,guarani,guarani,anacleto campanella,0.0,2.0,sp,sp,sp,são caetano,tarde,-2.0,0,3,temporada_2003
1265,18,2003-07-13,16h00,domingo,ponte preta,bahia,ponte preta,moisés lucarelli,1.0,0.0,sp,ba,sp,bahia,tarde,1.0,3,0,temporada_2003
1266,18,2003-07-13,16h00,domingo,fluminense,são paulo,são paulo,maracanã,1.0,3.0,rj,sp,sp,fluminense,tarde,-2.0,0,3,temporada_2003
1267,18,2003-07-13,18h00,domingo,vitória,santos,vitória,barradão,2.0,0.0,es,sp,es,santos,noite,2.0,3,0,temporada_2003
1268,19,2003-07-16,20h30,quarta-feira,internacional,atlético-mg,-,beira rio,3.0,3.0,rs,mg,-,-,noite,0.0,1,1,temporada_2003
1269,19,2003-07-16,21h40,quarta-feira,goiás,corinthians,-,serra dourada,1.0,1.0,go,sp,-,-,noite,0.0,1,1,temporada_2003
1270,19,2003-07-16,20h30,quarta-feira,bahia,são caetano,-,fonte nova,0.0,0.0,ba,sp,-,-,noite,0.0,1,1,temporada_2003
1271,19,2003-07-16,20h30,quarta-feira,guarani,vitória,-,brinco de ouro,2.0,2.0,sp,es,-,-,noite,0.0,1,1,temporada_2003
1272,19,2003-07-16,20h30,quarta-feira,coritiba,fluminense,coritiba,couto pereira,3.0,0.0,pr,rj,pr,fluminense,noite,3.0,3,0,temporada_2003
1273,19,2003-07-16,21h40,quarta-feira,cruzeiro,vasco,cruzeiro,mineirão,4.0,1.0,mg,rj,mg,vasco,noite,3.0,3,0,temporada_2003
1274,19,2003-07-16,20h30,quarta-feira,juventude,figueirense,figueirense,alfredo jaconi,1.0,2.0,rs,sc,sc,juventude,noite,-1.0,0,3,temporada_2003
1275,19,2003-07-16,20h30,quarta-feira,flamengo,fortaleza,fortaleza,maracanã,0.0,2.0,rj,ce,ce,flamengo,noite,-2.0,0,3,temporada_2003
1276,19,2003-07-16,21h40,quarta-feira,santos,ponte preta,santos,vila belmiro,2.0,1.0,sp,sp,sp,ponte preta,noite,1.0,3,0,temporada_2003
1277,19,2003-07-17,20h30,quinta-feira,paysandu,grêmio,-,mangueirão,1.0,1.0,pa,rs,-,-,noite,0.0,1,1,temporada_2003
1278,19,2003-07-17,20h30,quinta-feira,são paulo,athlético-pr,são paulo,morumbi,2.0,0.0,sp,pr,sp,athlético-pr,noite,2.0,3,0,temporada_2003
1279,20,2003-07-19,16h00,sábado,corinthians,guarani,corinthians,pacaembu,1.0,0.0,sp,sp,sp,guarani,tarde,1.0,3,0,temporada_2003
1280,20,2003-07-19,16h00,sábado,fortaleza,atlético-mg,fortaleza,castelão,4.0,3.0,ce,mg,ce,atlético-mg,tarde,1.0,3,0,temporada_2003
1281,20,2003-07-19,18h00,sábado,internacional,figueirense,internacional,beira rio,3.0,0.0,rs,sc,rs,figueirense,noite,3.0,3,0,temporada_2003
1282,20,2003-07-19,16h00,sábado,fluminense,santos,santos,giulite coutinho,1.0,4.0,rj,sp,sp,fluminense,tarde,-3.0,0,3,temporada_2003
1283,20,2003-07-20,16h00,domingo,ponte preta,coritiba,-,moisés lucarelli,1.0,1.0,sp,pr,-,-,tarde,0.0,1,1,temporada_2003
1284,20,2003-07-20,16h00,domingo,athlético-pr,bahia,athlético-pr,arena da baixada,2.0,1.0,pr,ba,pr,bahia,tarde,1.0,3,0,temporada_2003
1285,20,2003-07-20,16h00,domingo,criciúma,flamengo,criciúma,heriberto hulse,4.0,3.0,sc,rj,sc,flamengo,tarde,1.0,3,0,temporada_2003
1286,20,2003-07-20,18h00,domingo,cruzeiro,paraná,cruzeiro,mineirão,5.0,1.0,mg,pr,mg,paraná,noite,4.0,3,0,temporada_2003
1287,20,2003-07-20,16h00,domingo,goiás,são caetano,goiás,serra dourada,2.0,1.0,go,sp,go,são caetano,tarde,1.0,3,0,temporada_2003
1288,20,2003-07-20,16h00,domingo,juventude,paysandu,juventude,alfredo jaconi,2.0,0.0,rs,pa,rs,paysandu,tarde,2.0,3,0,temporada_2003
1289,20,2003-07-20,16h00,domingo,vitória,são paulo,são paulo,barradão,0.0,2.0,es,sp,sp,vitória,tarde,-2.0,0,3,temporada_2003
1290,20,2003-07-20,18h00,domingo,vasco,grêmio,vasco,são januário,2.0,0.0,rj,rs,rj,grêmio,noite,2.0,3,0,temporada_2003
1291,21,2003-07-23,21h40,quarta-feira,bahia,corinthians,-,fonte nova,0.0,0.0,ba,sp,-,-,noite,0.0,1,1,temporada_2003
1292,21,2003-07-23,21h40,quarta-feira,santos,goiás,-,vila belmiro,3.0,3.0,sp,go,-,-,noite,0.0,1,1,temporada_2003
1293,21,2003-07-23,21h40,quarta-feira,figueirense,vasco,-,orlando scarpelli,0.0,0.0,sc,rj,-,-,noite,0.0,1,1,temporada_2003
1294,21,2003-07-23,20h30,quarta-feira,atlético-mg,juventude,atlético-mg,mineirão,2.0,1.0,mg,rs,mg,juventude,noite,1.0,3,0,temporada_2003
1295,21,2003-07-23,20h30,quarta-feira,guarani,athlético-pr,guarani,brinco de ouro,1.0,0.0,sp,pr,sp,athlético-pr,noite,1.0,3,0,temporada_2003
1296,21,2003-07-23,20h30,quarta-feira,paraná,fortaleza,paraná,pinheirão,4.0,1.0,pr,ce,pr,fortaleza,noite,3.0,3,0,temporada_2003
1297,21,2003-07-23,20h30,quarta-feira,paysandu,cruzeiro,paysandu,mangueirão,3.0,0.0,pa,mg,pa,cruzeiro,noite,3.0,3,0,temporada_2003
1298,21,2003-07-24,20h30,quinta-feira,coritiba,vitória,-,couto pereira,1.0,1.0,pr,es,-,-,noite,0.0,1,1,temporada_2003
1299,21,2003-07-24,20h30,quinta-feira,grêmio,criciúma,criciúma,olímpico monumental,0.0,2.0,rs,sc,sc,grêmio,noite,-2.0,0,3,temporada_2003
1300,21,2003-07-24,20h30,quinta-feira,flamengo,internacional,flamengo,maracanã,2.0,1.0,rj,rs,rj,internacional,noite,1.0,3,0,temporada_2003
1301,21,2003-07-24,20h30,quinta-feira,são paulo,ponte preta,ponte preta,morumbi,1.0,2.0,sp,sp,sp,são paulo,noite,-1.0,0,3,temporada_2003
1302,21,2003-07-24,20h30,quinta-feira,são caetano,fluminense,são caetano,anacleto campanella,2.0,0.0,sp,rj,sp,fluminense,noite,2.0,3,0,temporada_2003
1303,22,2003-07-26,16h00,sábado,goiás,atlético-mg,-,serra dourada,1.0,1.0,go,mg,-,-,tarde,0.0,1,1,temporada_2003
1304,22,2003-07-26,16h00,sábado,athlético-pr,paysandu,-,arena da baixada,1.0,1.0,pr,pa,-,-,tarde,0.0,1,1,temporada_2003
1305,22,2003-07-26,16h00,sábado,santos,vasco,santos,vila belmiro,2.0,1.0,sp,rj,sp,vasco,tarde,1.0,3,0,temporada_2003
1306,22,2003-07-27,18h00,domingo,internacional,são caetano,-,beira rio,0.0,0.0,rs,sp,-,-,noite,0.0,1,1,temporada_2003
1307,22,2003-07-27,16h00,domingo,flamengo,são paulo,-,maracanã,1.0,1.0,rj,sp,-,-,tarde,0.0,1,1,temporada_2003
1308,22,2003-07-27,16h00,domingo,corinthians,grêmio,corinthians,pacaembu,1.0,0.0,sp,rs,sp,grêmio,tarde,1.0,3,0,temporada_2003
1309,22,2003-07-27,16h00,domingo,criciúma,coritiba,coritiba,heriberto hulse,2.0,3.0,sc,pr,pr,criciúma,tarde,-1.0,0,3,temporada_2003
1310,22,2003-07-27,18h00,domingo,cruzeiro,bahia,cruzeiro,mineirão,5.0,2.0,mg,ba,mg,bahia,noite,3.0,3,0,temporada_2003
1311,22,2003-07-27,16h00,domingo,guarani,figueirense,guarani,brinco de ouro,3.0,0.0,sp,sc,sp,figueirense,tarde,3.0,3,0,temporada_2003
1312,22,2003-07-27,16h00,domingo,juventude,fluminense,juventude,alfredo jaconi,2.0,1.0,rs,rj,rs,fluminense,tarde,1.0,3,0,temporada_2003
1313,22,2003-07-27,16h00,domingo,vitória,paraná,paraná,barradão,0.0,3.0,es,pr,pr,vitória,tarde,-3.0,0,3,temporada_2003
1314,22,2003-07-27,09h00,domingo,fortaleza,ponte preta,ponte preta,castelão,2.0,3.0,ce,sp,sp,fortaleza,manhã,-1.0,0,3,temporada_2003
1315,15,2003-07-30,20h30,quarta-feira,goiás,ponte preta,-,serra dourada,0.0,0.0,go,sp,-,-,noite,0.0,1,1,temporada_2003
1316,15,2003-07-30,20h30,quarta-feira,athlético-pr,santos,santos,arena da baixada,0.0,2.0,pr,sp,sp,athlético-pr,noite,-2.0,0,3,temporada_2003
1317,19,2003-07-31,20h30,quinta-feira,paraná,criciúma,paraná,pinheirão,2.0,1.0,pr,sc,pr,criciúma,noite,1.0,3,0,temporada_2003
1318,23,2003-08-02,16h00,sábado,fluminense,cruzeiro,-,giulite coutinho,2.0,2.0,rj,mg,-,-,tarde,0.0,1,1,temporada_2003
1319,23,2003-08-02,18h00,sábado,são caetano,juventude,-,anacleto campanella,1.0,1.0,sp,rs,-,-,noite,0.0,1,1,temporada_2003
1320,23,2003-08-02,16h00,sábado,grêmio,santos,grêmio,olímpico monumental,2.0,0.0,rs,sp,rs,santos,tarde,2.0,3,0,temporada_2003
1321,23,2003-08-02,18h00,sábado,são paulo,internacional,internacional,morumbi,0.0,2.0,sp,rs,rs,são paulo,noite,-2.0,0,3,temporada_2003
1322,23,2003-08-03,16h00,domingo,paraná,corinthians,-,arena da baixada,1.0,1.0,pr,sp,-,-,tarde,0.0,1,1,temporada_2003
1323,23,2003-08-03,16h00,domingo,bahia,criciúma,-,fonte nova,2.0,2.0,ba,sc,-,-,tarde,0.0,1,1,temporada_2003
1324,23,2003-08-03,16h00,domingo,ponte preta,flamengo,-,moisés lucarelli,1.0,1.0,sp,rj,-,-,tarde,0.0,1,1,temporada_2003
1325,23,2003-08-03,16h00,domingo,coritiba,fortaleza,-,couto pereira,1.0,1.0,pr,ce,-,-,tarde,0.0,1,1,temporada_2003
1326,23,2003-08-03,18h00,domingo,atlético-mg,vitória,atlético-mg,mineirão,1.0,0.0,mg,es,mg,vitória,noite,1.0,3,0,temporada_2003
1327,23,2003-08-03,16h00,domingo,figueirense,goiás,goiás,orlando scarpelli,0.0,1.0,sc,go,go,figueirense,tarde,-1.0,0,3,temporada_2003
1328,23,2003-08-03,16h00,domingo,paysandu,guarani,paysandu,mangueirão,6.0,1.0,pa,sp,pa,guarani,tarde,5.0,3,0,temporada_2003
1329,23,2003-08-03,18h00,domingo,vasco,athlético-pr,vasco,são januário,2.0,1.0,rj,pr,rj,athlético-pr,noite,1.0,3,0,temporada_2003
1330,24,2003-08-06,21h40,quarta-feira,santos,atlético-mg,-,vila belmiro,3.0,3.0,sp,mg,-,-,noite,0.0,1,1,temporada_2003
1331,24,2003-08-06,20h30,quarta-feira,vitória,paysandu,-,barradão,1.0,1.0,es,pa,-,-,noite,0.0,1,1,temporada_2003
1332,24,2003-08-06,20h30,quarta-feira,juventude,ponte preta,-,alfredo jaconi,0.0,0.0,rs,sp,-,-,noite,0.0,1,1,temporada_2003
1333,24,2003-08-06,21h40,quarta-feira,cruzeiro,são paulo,-,mineirão,1.0,1.0,mg,sp,-,-,noite,0.0,1,1,temporada_2003
1334,24,2003-08-06,20h30,quarta-feira,athlético-pr,paraná,athlético-pr,arena da baixada,1.0,0.0,pr,pr,pr,paraná,noite,1.0,3,0,temporada_2003
1335,24,2003-08-06,20h30,quarta-feira,fortaleza,fluminense,fortaleza,castelão,3.0,1.0,ce,rj,ce,fluminense,noite,2.0,3,0,temporada_2003
1336,24,2003-08-06,21h40,quarta-feira,goiás,vasco,goiás,serra dourada,3.0,1.0,go,rj,go,vasco,noite,2.0,3,0,temporada_2003
1337,24,2003-08-06,20h30,quarta-feira,criciúma,são caetano,são caetano,heriberto hulse,0.0,1.0,sc,sp,sp,criciúma,noite,-1.0,0,3,temporada_2003
1338,24,2003-08-07,20h30,quinta-feira,corinthians,figueirense,figueirense,pacaembu,0.0,1.0,sp,sc,sc,corinthians,noite,-1.0,0,3,temporada_2003
1339,24,2003-08-07,20h30,quinta-feira,flamengo,bahia,flamengo,maracanã,6.0,0.0,rj,ba,rj,bahia,noite,6.0,3,0,temporada_2003
1340,24,2003-08-07,20h30,quinta-feira,guarani,grêmio,guarani,brinco de ouro,2.0,0.0,sp,rs,sp,grêmio,noite,2.0,3,0,temporada_2003
1341,24,2003-08-07,15h00,quinta-feira,internacional,coritiba,internacional,beira rio,1.0,0.0,rs,pr,rs,coritiba,tarde,1.0,3,0,temporada_2003
1342,25,2003-08-09,16h00,sábado,fluminense,criciúma,-,maracanã,1.0,1.0,rj,sc,-,-,tarde,0.0,1,1,temporada_2003
1343,25,2003-08-09,16h00,sábado,paraná,santos,santos,couto pereira,1.0,2.0,pr,sp,sp,paraná,tarde,-1.0,0,3,temporada_2003
1344,25,2003-08-09,16h00,sábado,são caetano,cruzeiro,são caetano,anacleto campanella,2.0,0.0,sp,mg,sp,cruzeiro,tarde,2.0,3,0,temporada_2003
1345,25,2003-08-09,18h00,sábado,são paulo,juventude,são paulo,morumbi,3.0,1.0,sp,rs,sp,juventude,noite,2.0,3,0,temporada_2003
1346,25,2003-08-10,18h00,domingo,grêmio,athlético-pr,-,olímpico monumental,1.0,1.0,rs,pr,-,-,noite,0.0,1,1,temporada_2003
1347,25,2003-08-10,16h00,domingo,paysandu,goiás,-,mangueirão,2.0,2.0,pa,go,-,-,tarde,0.0,1,1,temporada_2003
1348,25,2003-08-10,18h00,domingo,vasco,guarani,-,são januário,0.0,0.0,rj,sp,-,-,noite,0.0,1,1,temporada_2003
1349,25,2003-08-10,16h00,domingo,bahia,fortaleza,bahia,fonte nova,1.0,0.0,ba,ce,ba,fortaleza,tarde,1.0,3,0,temporada_2003
1350,25,2003-08-10,16h00,domingo,atlético-mg,corinthians,corinthians,mineirão,2.0,3.0,mg,sp,sp,atlético-mg,tarde,-1.0,0,3,temporada_2003
1351,25,2003-08-10,16h00,domingo,coritiba,flamengo,coritiba,couto pereira,5.0,0.0,pr,rj,pr,flamengo,tarde,5.0,3,0,temporada_2003
1352,25,2003-08-10,16h00,domingo,ponte preta,internacional,internacional,moisés lucarelli,1.0,4.0,sp,rs,rs,ponte preta,tarde,-3.0,0,3,temporada_2003
1353,25,2003-08-10,16h00,domingo,figueirense,vitória,vitória,orlando scarpelli,1.0,2.0,sc,es,es,figueirense,tarde,-1.0,0,3,temporada_2003
1354,26,2003-08-16,18h00,sábado,são paulo,criciúma,-,santa cruz,0.0,0.0,sp,sc,-,-,noite,0.0,1,1,temporada_2003
1355,26,2003-08-16,18h00,sábado,atlético-mg,athlético-pr,athlético-pr,mineirão,1.0,2.0,mg,pr,pr,atlético-mg,noite,-1.0,0,3,temporada_2003
1356,26,2003-08-16,16h00,sábado,coritiba,juventude,coritiba,couto pereira,1.0,0.0,pr,rs,pr,juventude,tarde,1.0,3,0,temporada_2003
1357,26,2003-08-16,16h00,sábado,figueirense,santos,figueirense,orlando scarpelli,1.0,0.0,sc,sp,sc,santos,tarde,1.0,3,0,temporada_2003
1358,26,2003-08-16,16h00,sábado,bahia,internacional,internacional,fonte nova,1.0,3.0,ba,rs,rs,bahia,tarde,-2.0,0,3,temporada_2003
1359,26,2003-08-16,16h00,sábado,vasco,vitória,vasco,são januário,1.0,0.0,rj,es,rj,vitória,tarde,1.0,3,0,temporada_2003
1360,26,2003-08-17,16h00,domingo,paysandu,corinthians,-,mangueirão,2.0,2.0,pa,sp,-,-,tarde,0.0,1,1,temporada_2003
1361,26,2003-08-17,16h00,domingo,paraná,guarani,-,pinheirão,0.0,0.0,pr,sp,-,-,tarde,0.0,1,1,temporada_2003
1362,26,2003-08-17,16h00,domingo,ponte preta,cruzeiro,cruzeiro,moisés lucarelli,1.0,3.0,sp,mg,mg,ponte preta,tarde,-2.0,0,3,temporada_2003
1363,26,2003-08-17,18h00,domingo,fluminense,flamengo,flamengo,maracanã,0.0,1.0,rj,rj,rj,fluminense,noite,-1.0,0,3,temporada_2003
1364,26,2003-08-17,16h00,domingo,grêmio,goiás,goiás,olímpico monumental,0.0,1.0,rs,go,go,grêmio,tarde,-1.0,0,3,temporada_2003
1365,26,2003-08-17,16h00,domingo,são caetano,fortaleza,são caetano,anacleto campanella,3.0,0.0,sp,ce,sp,fortaleza,tarde,3.0,3,0,temporada_2003
1366,27,2003-08-20,20h30,quarta-feira,cruzeiro,coritiba,-,mineirão,2.0,2.0,mg,pr,-,-,noite,0.0,1,1,temporada_2003
1367,27,2003-08-20,21h40,quarta-feira,corinthians,vasco,-,pacaembu,0.0,0.0,sp,rj,-,-,noite,0.0,1,1,temporada_2003
1368,27,2003-08-20,20h30,quarta-feira,athlético-pr,figueirense,figueirense,arena da baixada,1.0,2.0,pr,sc,sc,athlético-pr,noite,-1.0,0,3,temporada_2003
1369,27,2003-08-20,20h30,quarta-feira,flamengo,são caetano,flamengo,maracanã,1.0,0.0,rj,sp,rj,são caetano,noite,1.0,3,0,temporada_2003
1370,27,2003-08-20,20h30,quarta-feira,goiás,paraná,goiás,serra dourada,1.0,0.0,go,pr,go,paraná,noite,1.0,3,0,temporada_2003
1371,27,2003-08-20,20h30,quarta-feira,juventude,bahia,juventude,alfredo jaconi,1.0,0.0,rs,ba,rs,bahia,noite,1.0,3,0,temporada_2003
1372,27,2003-08-20,21h40,quarta-feira,santos,paysandu,santos,vila belmiro,2.0,0.0,sp,pa,sp,paysandu,noite,2.0,3,0,temporada_2003
1373,27,2003-08-20,21h40,quarta-feira,fortaleza,são paulo,são paulo,castelão,0.0,2.0,ce,sp,sp,fortaleza,noite,-2.0,0,3,temporada_2003
1374,27,2003-08-20,20h30,quarta-feira,vitória,grêmio,vitória,barradão,4.0,1.0,es,rs,es,grêmio,noite,3.0,3,0,temporada_2003
1375,27,2003-08-21,20h30,quinta-feira,guarani,atlético-mg,-,brinco de ouro,2.0,2.0,sp,mg,-,-,noite,0.0,1,1,temporada_2003
1376,27,2003-08-21,20h30,quinta-feira,criciúma,ponte preta,criciúma,heriberto hulse,3.0,0.0,sc,sp,sc,ponte preta,noite,3.0,3,0,temporada_2003
1377,27,2003-08-21,15h00,quinta-feira,internacional,fluminense,fluminense,beira rio,0.0,1.0,rs,rj,rj,internacional,tarde,-1.0,0,3,temporada_2003
1378,28,2003-08-23,18h00,sábado,grêmio,são caetano,-,olímpico monumental,0.0,0.0,rs,sp,-,-,noite,0.0,1,1,temporada_2003
1379,28,2003-08-23,16h00,sábado,athlético-pr,fortaleza,athlético-pr,arena da baixada,3.0,1.0,pr,ce,pr,fortaleza,tarde,2.0,3,0,temporada_2003
1380,28,2003-08-23,16h00,sábado,goiás,cruzeiro,goiás,serra dourada,1.0,0.0,go,mg,go,cruzeiro,tarde,1.0,3,0,temporada_2003
1381,28,2003-08-23,16h00,sábado,santos,flamengo,santos,vila belmiro,2.0,1.0,sp,rj,sp,flamengo,tarde,1.0,3,0,temporada_2003
1382,28,2003-08-24,18h00,domingo,atlético-mg,bahia,atlético-mg,mineirão,1.0,0.0,mg,ba,mg,bahia,noite,1.0,3,0,temporada_2003
1383,28,2003-08-24,18h00,domingo,corinthians,internacional,corinthians,pacaembu,3.0,1.0,sp,rs,sp,internacional,noite,2.0,3,0,temporada_2003
1384,28,2003-08-24,16h00,domingo,figueirense,coritiba,coritiba,orlando scarpelli,1.0,2.0,sc,pr,pr,figueirense,tarde,-1.0,0,3,temporada_2003
1385,28,2003-08-24,16h00,domingo,guarani,criciúma,guarani,brinco de ouro,1.0,0.0,sp,sc,sp,criciúma,tarde,1.0,3,0,temporada_2003
1386,28,2003-08-24,16h00,domingo,paraná,fluminense,paraná,willie davids,2.0,0.0,pr,rj,pr,fluminense,tarde,2.0,3,0,temporada_2003
1387,28,2003-08-24,16h00,domingo,paysandu,ponte preta,paysandu,mangueirão,3.0,2.0,pa,sp,pa,ponte preta,tarde,1.0,3,0,temporada_2003
1388,28,2003-08-24,16h00,domingo,vasco,são paulo,vasco,são januário,3.0,2.0,rj,sp,rj,são paulo,tarde,1.0,3,0,temporada_2003
1389,28,2003-08-24,16h00,domingo,vitória,juventude,vitória,barradão,3.0,0.0,es,rs,es,juventude,tarde,3.0,3,0,temporada_2003
1390,29,2003-08-30,16h00,sábado,fortaleza,santos,-,castelão,0.0,0.0,ce,sp,-,-,tarde,0.0,1,1,temporada_2003
1391,29,2003-08-30,18h00,sábado,cruzeiro,guarani,cruzeiro,mineirão,4.0,1.0,mg,sp,mg,guarani,noite,3.0,3,0,temporada_2003
1392,29,2003-08-30,16h00,sábado,fluminense,grêmio,fluminense,municipal juiz de fora,2.0,0.0,rj,rs,rj,grêmio,tarde,2.0,3,0,temporada_2003
1393,29,2003-08-30,18h00,sábado,são paulo,paysandu,são paulo,benedito teixeira,1.0,0.0,sp,pa,sp,paysandu,noite,1.0,3,0,temporada_2003
1394,29,2003-08-30,16h00,sábado,internacional,vitória,vitória,beira rio,0.0,1.0,rs,es,es,internacional,tarde,-1.0,0,3,temporada_2003
1395,29,2003-08-31,18h00,domingo,coritiba,atlético-mg,-,couto pereira,2.0,2.0,pr,mg,-,-,noite,0.0,1,1,temporada_2003
1396,29,2003-08-31,16h00,domingo,ponte preta,figueirense,-,moisés lucarelli,1.0,1.0,sp,sc,-,-,tarde,0.0,1,1,temporada_2003
1397,29,2003-08-31,16h00,domingo,bahia,paraná,bahia,fonte nova,4.0,2.0,ba,pr,ba,paraná,tarde,2.0,3,0,temporada_2003
